STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (�mhos/cm),B.O.D. (mg/l),Turbidity,Hardness,Nitrate,TOTAL COLIFORM (MPN/100ml),Mean,year
NAN,RIVER DHADAR AT KOTHADA,NAN,28,3.9,7.92,1039,14.847,3.11,120.3276153,1.412,36,2005
NAN,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",NAN,29,7.2,7.42,246.9,4.632,3.76,163.2748283,0.791,118311,2005
NAN,ZUARI AT PANCHAWADI,NAN,28,6.9,6.44,302.9,2.304,4.88,166.8377085,0.231,116,2005
NAN,"MANDOVI AT TONCA, MARCELA, GOA",NAN,29,7.8,6.69,255.9,2.754,5.08,223.2649397,0.348,140,2005
NAN,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,29,6.7,7.35,346.1,1.893,4,175.6128363,0.973,148,2005
NAN,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",NAN,28,8.3,6.68,348.9,2.503,4.77,169.0419175,1.686,155,2005
NAN,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",NAN,28,8.1,6.18,187.4,2.375,3.88,188.8041257,0.196,155,2005
NAN,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",NAN,29,7.7,6.55,121.8,2.242,3.4,204.1236484,1.136,164,2005
NAN,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",NAN,29,8.6,6.56,181.4,2.423,5.53,213.5419323,0.276,155,2005
NAN,"RIVER TALPONA AT CANACONA, GOA",NAN,28,7.7,6.45,302.5,2.144,3.98,254.6175187,0.163,142,2005
NAN,"RIVER ASSONORA AT ASSONORA, GOA",NAN,28,7.4,6.07,142.8,1.681,3.96,189.995846,0.276,140,2005
NAN,"AMBIKA AT BILIMORA, GUJARAT",NAN,NAN,7,8.16,4545,4.165,5.24,185.7189888,0.343,27550,2005
NAN,"KOLAK AT PATALIA BDG., GUJARAT",NAN,NAN,5.9,7.36,761,6.1,4.24,222.6615514,0.083,4600,2005
NAN,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",NAN,27,4.1,7.57,29369.3,7.08,3.72,226.2847878,0.302,1993,2005
NAN,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",NAN,27,3.9,5.27,5914,441.8,2.8,252.2654912,0.512,10,2005
NAN,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",NAN,NAN,5.7,7.62,665,2.12,3.9,212.0289445,0.86,6000,2005
NAN,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,NAN,6.1,8,602.5,5.64,5.63,218.424637,1.035,38428,2005
NAN,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,14,6.2,7.88,540.7,9.75,4.6,190.4238985,17.387,1100,2005
NAN,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",NAN,19,6.3,8.05,634.3,13,3.43,261.8507998,10.89,75,2005
NAN,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",NAN,27,7.1,7.2,280.5,1.6,3.15,240.4321002,0.48,95,2005
NAN,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,NAN,28,7.4,7.27,253.3,1.333,6.2,122.5410399,0.17,37,2005
NAN,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,NAN,28,7.3,7.3,236.7,4,3.83,196.583886,0.08,58,2005
NAN,"PERIYAR NEAR ALWAYENANELOOR, KERALA",NAN,NAN,5.9,6.6,1359.5,1.755,4.66,136.8792139,0.326,387,2005
NAN,"PERIYAR AT KALADY, KERALA",NAN,NAN,7.4,6.68,39.3,1.164,4.2,146.9702452,0.204,298,2005
NAN,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,NAN,7.1,6.75,41.9,1.325,2.88,230.8094825,0.18,378,2005
NAN,"CHALIYAR AT KOOLIMADU, KERALA",NAN,NAN,6.8,6.92,70.8,0.458,3.77,267.0596474,0.117,353,2005
NAN,"CHALIYAR AT CHUNGAPALLY, KERALA",NAN,NAN,6.8,6.98,7179.1,0.475,3.29,231.2487868,0.206,466,2005
NAN,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,NAN,6.8,7.03,36.8,1.117,5.05,217.2197464,0.146,624,2005
NAN,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,NAN,7.2,6.76,59.8,1.692,4.41,252.670469,0.449,357,2005
NAN,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",NAN,NAN,6.2,6.63,106.8,1.275,3.81,207.7168244,0.444,360,2005
NAN,"KARAMANA AT MOONNATTUMUKKU, KERALA",NAN,NAN,6.6,6.77,250.7,1.383,3.55,228.3008604,1.54,3383,2005
NAN,"PAMBA AT CHENGANNUR, KERALA",NAN,NAN,6.9,6.95,51.3,0.625,3.81,202.2859379,0.518,3100,2005
NAN,"PAMBA AT THAKAZHY, KERALA",NAN,NAN,6,6.75,641,0.975,3.24,151.8896001,0.792,3600,2005
NAN,"PAMBA DOWN, KERALA",NAN,NAN,5.4,6.85,73.3,1.075,2.61,155.3214775,0.457,8375,2005
NAN,"MEENACHIL AT KIDANGOOR, KERALA",NAN,NAN,6.7,6.93,65,0.675,3.55,155.7404952,0.77,4200,2005
NAN,"MANIMALA  AT KALLOOPARA, KERALA",NAN,NAN,6.9,6.85,56.3,0.575,4.2,245.8951304,0.383,3400,2005
NAN,"MANIMALA AT THONDRA, KERALA",NAN,NAN,6.5,6.98,59.3,0.575,4.51,197.5019119,0.345,2600,2005
NAN,"ACHENKOIL AT THUMPAMON, KERALA",NAN,NAN,6.8,7.06,63.3,0.567,3.47,191.9087295,0.404,2825,2005
NAN,"ACHENKOIL AT CHENNITHULA, KERALA",NAN,NAN,5.8,6.73,73,0.7,3.36,160.7673113,0.315,3500,2005
NAN,"VAMANAPURAM, KERALA",NAN,NAN,6.8,6.8,69.8,0.7,3.76,177.8989666,0.61,1775,2005
NAN,"AMARAVILA, KERALA",NAN,NAN,7.1,6.83,80,0.7,4.29,202.0136426,0.835,1475,2005
NAN,"AYUR, KERALA",NAN,NAN,6.3,7.15,65.5,1.05,3.57,200.9137547,0.223,595,2005
NAN,"THIRURANGADY, KERALA",NAN,NAN,6.3,6.95,77.5,0.65,3.68,270.0227059,0.208,775,2005
NAN,"KUTTIYADY ESTATE, KERALA",NAN,NAN,6.9,6.65,34,0.5,3.03,167.3861273,0.095,215,2005
NAN,"VALAYAM, KERALA",NAN,NAN,6.4,6.75,49.3,0.675,4.16,187.0517097,0.193,350,2005
NAN,"THALIPARAMBA, KERALA",NAN,NAN,6.8,7.35,18568.3,1.15,3.42,204.2742411,0.14,660,2005
NAN,"HOSDURG, KERALA",NAN,NAN,6.8,7.08,19740.8,0.975,3.55,220.8486386,0.165,515,2005
NAN,"KAKKADAVU,  KERALA",NAN,NAN,7.1,6.98,58.3,0.55,4.42,192.9370271,0.152,510,2005
NAN,"PADIYATHADKA, KERALA",NAN,NAN,7,7.23,67.5,0.425,4.64,157.0012874,0.09,453,2005
NAN,"IRUMPANAM, KERALA",NAN,NAN,2.4,6.43,1041.3,2.025,4.92,264.2656543,1.05,373,2005
NAN,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,27,6.7,7.56,128.4,4.942,3.2,152.8624335,0.447,250,2005
NAN,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,NAN,6.8,7.68,123.2,4.475,2.93,104.752425,0.4,236,2005
NAN,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",NAN,NAN,6.5,7.33,135.8,4.4,4.69,199.6529996,0.33,208,2005
NAN,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,NAN,5.1,7.45,5168.8,9.875,4.58,155.0508931,1.81,210,2005
NAN,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",NAN,NAN,6.5,7.34,128.5,5.125,4.42,197.2269809,0.819,230,2005
NAN,"PATALGANGA AT SHILPHATA, MAHARASHTRA",NAN,NAN,6.6,7.47,143.8,4.958,3.69,180.7728708,0.667,358,2005
NAN,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,NAN,6.6,7.75,136.8,4.5,2.12,238.2364097,0.505,203,2005
NAN,"IMPHAL AT MAHABALI, MANIPUR",NAN,NAN,7.9,7.85,76.5,3,4.44,216.7852908,NAN,55,2005
NAN,"IMPHAL AT KOIRENGEI, MANIPUR",NAN,NAN,7.4,7,82.3,2.027,3.46,281.268667,NAN,44,2005
NAN,"KIYAMGI, MANIPUR",NAN,NAN,7,7.9,77.5,3.525,3.77,190.7794599,NAN,45,2005
NAN,"MINUTHONG(IMPHAL RIVER, MANIPUR",NAN,NAN,6.9,7.73,85.3,3.233,3.72,212.5813664,NAN,63,2005
NAN,"IRIL AT PORAMPET, MANIPUR",NAN,NAN,7.3,7.77,128.3,4.043,3.78,233.9478637,NAN,66,2005
NAN,"LILONG, MANIPUR",NAN,NAN,8,7.8,132,3.4,4.6,247.6615733,NAN,54,2005
NAN,"HUMP BRIDGE, MANIPUR",NAN,NAN,5.5,6.58,121.3,11.57,4.33,241.875105,NAN,315,2005
